requisition_id,department_id,job_title,opened_date,closed_date,status,source_channel
1028,13,Junior Onboarding Specialist,2025-12-31,2026-02-16,Filled,LinkedIn
1029,12,Mid Support Specialist,2026-01-18,2026-02-18,Filled,Employee Referral
1030,19,"Manager, HR Business Partners",2025-12-22,2026-02-15,Filled,LinkedIn
1031,9,Junior Sales Development Specialist,2025-12-21,2026-02-13,Filled,Job Board
1032,3,Mid Platform Specialist,2026-01-14,2026-02-10,Filled,LinkedIn
1033,8,"Director, SMB Sales",2026-02-13,2026-03-07,Filled,Job Board
1034,6,Junior Product Design Specialist,2026-02-20,2026-03-26,Filled,Agency
1035,18,Mid Talent Acquisition Specialist,2026-01-28,2026-03-21,Filled,Employee Referral
1036,11,Mid Brand Marketing Specialist,2026-01-27,2026-03-02,Filled,LinkedIn
1037,18,Mid Talent Acquisition Specialist,2026-01-28,2026-03-30,Filled,Career Site
1038,13,"Manager, Onboarding",2026-01-27,2026-03-12,Filled,LinkedIn
1039,18,Mid Talent Acquisition Specialist,2026-03-08,2026-03-31,Filled,Employee Referral
1040,7,Mid Enterprise Sales Specialist,2026-02-03,2026-03-08,Filled,Employee Referral
1041,9,Mid Sales Development Specialist,2026-02-15,2026-03-09,Filled,LinkedIn
1042,15,Mid IT Specialist,2026-02-22,2026-03-20,Filled,Career Site
1043,19,Junior HR Business Partners Specialist,2026-01-30,2026-03-28,Filled,Job Board
1044,8,Senior SMB Sales Specialist,2026-02-09,2026-03-15,Filled,Employee Referral
1045,17,Junior FP&A Specialist,2026-02-11,2026-03-29,Filled,Career Site
1046,7,Junior Enterprise Sales Specialist,2026-02-20,2026-03-27,Filled,LinkedIn
1047,16,Mid Accounting Specialist,2026-01-20,2026-03-16,Filled,LinkedIn
1048,7,"Lead, Enterprise Sales",2026-02-19,2026-03-22,Filled,Employee Referral
1049,9,Junior Sales Development Specialist,2026-01-27,2026-03-17,Filled,Employee Referral
1050,18,Senior Talent Acquisition Specialist,2026-01-30,2026-03-18,Filled,Employee Referral
1051,18,"Lead, Talent Acquisition",2026-02-16,2026-03-23,Filled,LinkedIn
1052,8,Mid SMB Sales Specialist,2026-01-20,2026-03-06,Filled,Employee Referral
1053,7,Mid Enterprise Sales Specialist,2026-02-08,2026-03-25,Filled,Job Board
1054,14,Senior Facilities Specialist,2025-12-31,2026-03-05,Filled,Employee Referral
1055,7,Senior Enterprise Sales Specialist,2026-02-28,2026-03-23,Filled,LinkedIn
1056,4,Mid QA Specialist,2026-01-15,2026-03-03,Filled,Agency
1057,17,"Manager, FP&A",2026-02-05,2026-03-18,Filled,LinkedIn
1058,9,Senior Sales Development Specialist,2026-03-22,2026-04-12,Filled,LinkedIn
1059,8,Senior SMB Sales Specialist,2026-02-07,2026-04-11,Filled,LinkedIn
1060,8,Senior SMB Sales Specialist,2026-01-31,2026-04-04,Filled,Agency
1061,8,"Director, SMB Sales",2026-02-15,2026-04-07,Filled,LinkedIn
1062,4,"Manager, QA",2026-02-15,2026-04-15,Filled,LinkedIn
1063,8,Mid SMB Sales Specialist,2026-03-04,2026-04-03,Filled,Job Board
1064,11,Mid Brand Marketing Specialist,2026-02-27,2026-04-02,Filled,Job Board
1065,19,"Director, HR Business Partners",2026-02-28,2026-04-09,Filled,Career Site
1066,10,"Manager, Growth Marketing",2026-02-28,2026-04-06,Filled,Employee Referral
1067,8,Mid SMB Sales Specialist,2026-02-27,2026-04-05,Filled,LinkedIn
1068,8,Junior SMB Sales Specialist,2026-03-17,2026-04-28,Filled,Employee Referral
1069,1,Senior Backend Specialist,2026-02-22,2026-04-12,Filled,Employee Referral
1070,9,Senior Sales Development Specialist,2026-02-13,2026-04-08,Filled,Agency
1071,5,Junior Product Management Specialist,2026-04-02,2026-04-28,Filled,Employee Referral
1072,2,"Lead, Frontend",2026-04-02,2026-04-25,Filled,LinkedIn
1073,8,"Lead, SMB Sales",2026-02-20,2026-04-14,Filled,LinkedIn
1074,1,"Director, Backend",2026-04-01,2026-04-29,Filled,LinkedIn
1075,7,"Lead, Enterprise Sales",2026-02-22,2026-04-07,Filled,LinkedIn
1076,14,"Lead, Facilities",2026-02-08,2026-04-02,Filled,Employee Referral
1077,13,Junior Onboarding Specialist,2026-03-11,2026-04-18,Filled,LinkedIn
1078,9,"Lead, Sales Development",2026-04-10,2026-05-03,Filled,LinkedIn
1079,14,Senior Facilities Specialist,2026-03-19,2026-05-10,Filled,Career Site
1080,13,Junior Onboarding Specialist,2026-03-19,2026-05-16,Filled,LinkedIn
1081,7,Mid Enterprise Sales Specialist,2026-03-17,2026-05-14,Filled,Job Board
1082,5,Mid Product Management Specialist,2026-02-27,2026-05-01,Filled,LinkedIn
1083,16,Mid Accounting Specialist,2026-03-27,2026-05-13,Filled,LinkedIn
1084,7,Senior Enterprise Sales Specialist,2026-03-21,2026-05-11,Filled,Agency
1085,5,Junior Product Management Specialist,2026-03-27,2026-05-08,Filled,LinkedIn
1086,6,"Manager, Product Design",2026-03-24,2026-05-03,Filled,Employee Referral
1087,15,"Manager, IT",2026-03-30,2026-05-06,Filled,Job Board
1088,11,Junior Brand Marketing Specialist,2026-04-06,2026-05-13,Filled,Employee Referral
1089,2,Mid Frontend Specialist,2026-04-01,2026-05-30,Filled,LinkedIn
1090,8,Mid SMB Sales Specialist,2026-03-16,2026-05-13,Filled,Job Board
1091,9,"Lead, Sales Development",2026-03-30,2026-05-04,Filled,Career Site
1092,18,"Lead, Talent Acquisition",2026-04-20,2026-05-09,Filled,Employee Referral
1093,19,"Lead, HR Business Partners",2026-03-29,2026-05-24,Filled,LinkedIn
1094,13,Mid Onboarding Specialist,2026-05-03,2026-06-05,Filled,Job Board
1095,6,"Director, Product Design",2026-05-07,2026-06-30,Filled,LinkedIn
1096,4,Senior QA Specialist,2026-05-27,2026-06-23,Filled,Job Board
1097,6,Mid Product Design Specialist,2026-05-13,2026-06-23,Filled,LinkedIn
1098,12,"Lead, Support",2026-04-21,2026-06-18,Filled,LinkedIn
1099,18,Senior Talent Acquisition Specialist,2026-06-07,2026-06-30,Filled,Job Board
1100,5,Senior Product Management Specialist,2026-05-11,2026-06-22,Filled,Employee Referral
1101,5,Senior Product Management Specialist,2026-04-07,2026-06-05,Filled,Agency
1102,4,Junior QA Specialist,2026-05-01,2026-06-23,Filled,Job Board
1103,13,Mid Onboarding Specialist,2026-04-18,2026-06-06,Filled,Career Site
1104,7,Mid Enterprise Sales Specialist,2026-05-01,2026-06-01,Filled,LinkedIn
1105,7,Mid Enterprise Sales Specialist,2026-05-19,2026-06-19,Filled,LinkedIn
1106,4,"Lead, QA",2026-04-16,2026-06-10,Filled,Employee Referral
1107,10,Senior Growth Marketing Specialist,2026-06-15,2026-07-10,Filled,Agency
1108,15,Mid IT Specialist,2026-06-16,2026-07-24,Filled,Employee Referral
1109,6,Senior Product Design Specialist,2026-06-14,2026-07-17,Filled,Agency
1110,15,Junior IT Specialist,2026-06-14,2026-07-20,Filled,Job Board
1111,1,Senior Backend Specialist,2026-05-12,2026-07-12,Filled,LinkedIn
1112,8,"Director, SMB Sales",2026-05-25,2026-07-09,Filled,Employee Referral
1113,17,Mid FP&A Specialist,2026-06-04,2026-07-15,Filled,Employee Referral
1114,7,Mid Enterprise Sales Specialist,2026-06-19,2026-07-20,Filled,Agency
1115,8,Senior SMB Sales Specialist,2026-05-27,2026-07-11,Filled,LinkedIn
1116,17,Junior FP&A Specialist,2026-05-28,2026-07-22,Filled,Agency
1117,9,Senior Sales Development Specialist,2026-05-25,2026-07-12,Filled,Career Site
1118,11,Senior Brand Marketing Specialist,2026-05-05,2026-07-06,Filled,Job Board
1119,12,"Lead, Support",2026-06-13,2026-07-29,Filled,LinkedIn
1120,2,"Director, Frontend",2026-05-04,2026-07-03,Filled,Employee Referral
1121,11,Senior Brand Marketing Specialist,2026-06-21,2026-08-19,Filled,LinkedIn
1122,9,Mid Sales Development Specialist,2026-06-20,2026-08-14,Filled,Employee Referral
1123,1,Mid Backend Specialist,2026-06-09,2026-08-07,Filled,Employee Referral
1124,9,Mid Sales Development Specialist,2026-06-15,2026-08-17,Filled,Agency
1125,12,Junior Support Specialist,2026-07-21,2026-08-10,Filled,Employee Referral
1126,2,Junior Frontend Specialist,2026-07-13,2026-08-13,Filled,Employee Referral
1127,16,"Lead, Accounting",2026-07-03,2026-08-17,Filled,LinkedIn
1128,13,Mid Onboarding Specialist,2026-07-27,2026-08-30,Filled,Employee Referral
1129,9,Mid Sales Development Specialist,2026-06-25,2026-08-09,Filled,Employee Referral
1130,19,Senior HR Business Partners Specialist,2026-07-07,2026-08-15,Filled,Job Board
1131,6,"Manager, Product Design",2026-06-22,2026-08-13,Filled,Career Site
1132,10,Mid Growth Marketing Specialist,2026-07-03,2026-08-24,Filled,LinkedIn
1133,6,Mid Product Design Specialist,2026-06-21,2026-08-03,Filled,Job Board
